project_name,migration_direction,set_folder_name,fold_name,model_name,prompt_mode,gemma_max_cos,gemma_max_bleu,llama_max_cos,llama_max_bleu,mistral_max_cos,mistral_max_bleu,gpt-4_max_cos,gpt-4_max_bleu,cimig_max_cos,cimig_max_bleu,best_model_by_bleu,best_bleu,best_model_by_cos,best_cos
OpenLiberty_guide-cloud-azure,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.47,0.05,cimig,0.05,cimig,0.47
OpenLiberty_guide-cloud-azure,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.47,0.05,cimig,0.05,cimig,0.47
OpenLiberty_guide-cloud-azure,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.47,0.05,cimig,0.05,cimig,0.47
Paul2708_simple-commands,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.59,0.24,cimig,0.24,cimig,0.59
Paul2708_simple-commands,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.59,0.24,cimig,0.24,cimig,0.59
Paul2708_simple-commands,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.59,0.24,cimig,0.24,cimig,0.59
Paul2708_simple-commands,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.59,0.24,cimig,0.24,cimig,0.59
Paul2708_simple-commands,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.48,0.38,cimig,0.38,cimig,0.48
Paul2708_simple-commands,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.48,0.38,cimig,0.38,cimig,0.48
Paul2708_simple-commands,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.48,0.38,cimig,0.38,cimig,0.48
Paul2708_simple-commands,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.48,0.38,cimig,0.38,cimig,0.48
PepperLola_playerinfo,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.19,0.07,cimig,0.07,cimig,0.19
PepperLola_playerinfo,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.19,0.07,cimig,0.07,cimig,0.19
PepperLola_playerinfo,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.19,0.07,cimig,0.07,cimig,0.19
PepperLola_playerinfo,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.19,0.07,cimig,0.07,cimig,0.19
PepperLola_playerinfo,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.14,cimig,0.14,cimig,0.49
PepperLola_playerinfo,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.14,cimig,0.14,cimig,0.49
PepperLola_playerinfo,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.14,cimig,0.14,cimig,0.49
PepperLola_playerinfo,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.14,cimig,0.14,cimig,0.49
Pi4J_pi4j-v2,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.52,0.28,cimig,0.28,cimig,0.52
Pi4J_pi4j-v2,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.52,0.28,cimig,0.28,cimig,0.52
Pi4J_pi4j-v2,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.52,0.28,cimig,0.28,cimig,0.52
Pi4J_pi4j-v2,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.52,0.28,cimig,0.28,cimig,0.52
Pi4J_pi4j-v2,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.31,0.08,cimig,0.08,cimig,0.31
Pi4J_pi4j-v2,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.31,0.08,cimig,0.08,cimig,0.31
Pi4J_pi4j-v2,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.31,0.08,cimig,0.08,cimig,0.31
Pi4J_pi4j-v2,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.31,0.08,cimig,0.08,cimig,0.31
PojavLauncherTeam_PojavLauncher,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
PojavLauncherTeam_PojavLauncher,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
PojavLauncherTeam_PojavLauncher,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
PojavLauncherTeam_PojavLauncher,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
PojavLauncherTeam_PojavLauncher,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.25,cimig,0.25,cimig,0.49
PojavLauncherTeam_PojavLauncher,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.25,cimig,0.25,cimig,0.49
PojavLauncherTeam_PojavLauncher,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.25,cimig,0.25,cimig,0.49
PojavLauncherTeam_PojavLauncher,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.25,cimig,0.25,cimig,0.49
Sandec_JMemoryBuddy,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.37,0.09,cimig,0.09,cimig,0.37
Sandec_JMemoryBuddy,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.37,0.09,cimig,0.09,cimig,0.37
Sandec_JMemoryBuddy,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.37,0.09,cimig,0.09,cimig,0.37
Sandec_JMemoryBuddy,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.37,0.09,cimig,0.09,cimig,0.37
Sandec_JMemoryBuddy,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.51,0.40,cimig,0.40,cimig,0.51
Sandec_JMemoryBuddy,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.51,0.40,cimig,0.40,cimig,0.51
Sandec_JMemoryBuddy,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.51,0.40,cimig,0.40,cimig,0.51
Sandec_JMemoryBuddy,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.51,0.40,cimig,0.40,cimig,0.51
Smarteon_loxone-java,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.27,0.03,cimig,0.03,cimig,0.27
Smarteon_loxone-java,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.27,0.03,cimig,0.03,cimig,0.27
Smarteon_loxone-java,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.27,0.03,cimig,0.03,cimig,0.27
Smarteon_loxone-java,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.27,0.03,cimig,0.03,cimig,0.27
Smarteon_loxone-java,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.48,0.25,cimig,0.25,cimig,0.48
Smarteon_loxone-java,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.48,0.25,cimig,0.25,cimig,0.48
Smarteon_loxone-java,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.48,0.25,cimig,0.25,cimig,0.48
Smarteon_loxone-java,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.48,0.25,cimig,0.25,cimig,0.48
TagnumElite_ProjectE-Integration,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.30,0.04,cimig,0.04,cimig,0.30
TagnumElite_ProjectE-Integration,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.30,0.04,cimig,0.04,cimig,0.30
TagnumElite_ProjectE-Integration,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.30,0.04,cimig,0.04,cimig,0.30
TagnumElite_ProjectE-Integration,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.30,0.04,cimig,0.04,cimig,0.30
TagnumElite_ProjectE-Integration,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.57,0.27,cimig,0.27,cimig,0.57
TagnumElite_ProjectE-Integration,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.57,0.27,cimig,0.27,cimig,0.57
TagnumElite_ProjectE-Integration,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.57,0.27,cimig,0.27,cimig,0.57
TagnumElite_ProjectE-Integration,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.57,0.27,cimig,0.27,cimig,0.57
ThatKawaiiSam_Assemble,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.29,0.10,cimig,0.10,cimig,0.29
ThatKawaiiSam_Assemble,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.29,0.10,cimig,0.10,cimig,0.29
ThatKawaiiSam_Assemble,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.29,0.10,cimig,0.10,cimig,0.29
ThatKawaiiSam_Assemble,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.29,0.10,cimig,0.10,cimig,0.29
ThatKawaiiSam_Assemble,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.45,0.20,cimig,0.20,cimig,0.45
ThatKawaiiSam_Assemble,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.45,0.20,cimig,0.20,cimig,0.45
ThatKawaiiSam_Assemble,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.45,0.20,cimig,0.20,cimig,0.45
ThatKawaiiSam_Assemble,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.45,0.20,cimig,0.20,cimig,0.45
TrNdy_mastodon-tracking,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.48,0.15,cimig,0.15,cimig,0.48
TrNdy_mastodon-tracking,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.48,0.15,cimig,0.15,cimig,0.48
TrNdy_mastodon-tracking,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.48,0.15,cimig,0.15,cimig,0.48
TrNdy_mastodon-tracking,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.48,0.15,cimig,0.15,cimig,0.48
TrNdy_mastodon-tracking,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.54,0.33,cimig,0.33,cimig,0.54
TrNdy_mastodon-tracking,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.54,0.33,cimig,0.33,cimig,0.54
TrNdy_mastodon-tracking,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.54,0.33,cimig,0.33,cimig,0.54
TrNdy_mastodon-tracking,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.54,0.33,cimig,0.33,cimig,0.54
Twasi_twasi-core,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.07,0.03,cimig,0.03,cimig,0.07
Twasi_twasi-core,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.07,0.03,cimig,0.03,cimig,0.07
Twasi_twasi-core,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.07,0.03,cimig,0.03,cimig,0.07
Twasi_twasi-core,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.07,0.03,cimig,0.03,cimig,0.07
Twasi_twasi-core,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.33,cimig,0.33,cimig,0.44
Twasi_twasi-core,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.33,cimig,0.33,cimig,0.44
Twasi_twasi-core,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.33,cimig,0.33,cimig,0.44
Twasi_twasi-core,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.33,cimig,0.33,cimig,0.44
WISVCH_events,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.30,0.11,cimig,0.11,cimig,0.30
WISVCH_events,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.30,0.11,cimig,0.11,cimig,0.30
WISVCH_events,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.30,0.11,cimig,0.11,cimig,0.30
WISVCH_events,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.30,0.11,cimig,0.11,cimig,0.30
WISVCH_events,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.35,0.01,cimig,0.01,cimig,0.35
WISVCH_events,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.35,0.01,cimig,0.01,cimig,0.35
WISVCH_events,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.35,0.01,cimig,0.01,cimig,0.35
WISVCH_events,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.35,0.01,cimig,0.01,cimig,0.35
YakushevVladimir_BibleQuote-for-Android,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.31,0.05,cimig,0.05,cimig,0.31
YakushevVladimir_BibleQuote-for-Android,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.31,0.05,cimig,0.05,cimig,0.31
YakushevVladimir_BibleQuote-for-Android,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.31,0.05,cimig,0.05,cimig,0.31
YakushevVladimir_BibleQuote-for-Android,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.31,0.05,cimig,0.05,cimig,0.31
YakushevVladimir_BibleQuote-for-Android,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.36,cimig,0.36,cimig,0.49
YakushevVladimir_BibleQuote-for-Android,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.36,cimig,0.36,cimig,0.49
YakushevVladimir_BibleQuote-for-Android,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.36,cimig,0.36,cimig,0.49
YakushevVladimir_BibleQuote-for-Android,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.36,cimig,0.36,cimig,0.49
adobe_experience-platform-streaming-connect,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.21,cimig,0.21,cimig,0.50
adobe_experience-platform-streaming-connect,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.21,cimig,0.21,cimig,0.50
adobe_experience-platform-streaming-connect,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.21,cimig,0.21,cimig,0.50
adobe_experience-platform-streaming-connect,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.21,cimig,0.21,cimig,0.50
adobe_experience-platform-streaming-connect,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.62,0.36,cimig,0.36,cimig,0.62
adobe_experience-platform-streaming-connect,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.62,0.36,cimig,0.36,cimig,0.62
adobe_experience-platform-streaming-connect,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.62,0.36,cimig,0.36,cimig,0.62
adobe_experience-platform-streaming-connect,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.62,0.36,cimig,0.36,cimig,0.62
agateau_pixelwheels,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.07,0.08,cimig,0.08,cimig,0.07
agateau_pixelwheels,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.07,0.08,cimig,0.08,cimig,0.07
agateau_pixelwheels,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.07,0.08,cimig,0.08,cimig,0.07
agateau_pixelwheels,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.07,0.08,cimig,0.08,cimig,0.07
agateau_pixelwheels,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.36,0.15,cimig,0.15,cimig,0.36
agateau_pixelwheels,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.36,0.15,cimig,0.15,cimig,0.36
agateau_pixelwheels,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.36,0.15,cimig,0.15,cimig,0.36
agateau_pixelwheels,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.36,0.15,cimig,0.15,cimig,0.36
albertus82_cyclesmod,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.22,0.08,cimig,0.08,cimig,0.22
albertus82_cyclesmod,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.22,0.08,cimig,0.08,cimig,0.22
albertus82_cyclesmod,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.22,0.08,cimig,0.08,cimig,0.22
albertus82_cyclesmod,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.22,0.08,cimig,0.08,cimig,0.22
albertus82_cyclesmod,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
albertus82_cyclesmod,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
albertus82_cyclesmod,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
albertus82_cyclesmod,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
alexvasilkov_GestureViews,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.38,0.07,cimig,0.07,cimig,0.38
alexvasilkov_GestureViews,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.38,0.07,cimig,0.07,cimig,0.38
alexvasilkov_GestureViews,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.38,0.07,cimig,0.07,cimig,0.38
alexvasilkov_GestureViews,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.38,0.07,cimig,0.07,cimig,0.38
alexvasilkov_GestureViews,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.56,0.36,cimig,0.36,cimig,0.56
alexvasilkov_GestureViews,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.56,0.36,cimig,0.36,cimig,0.56
alexvasilkov_GestureViews,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.56,0.36,cimig,0.36,cimig,0.56
alexvasilkov_GestureViews,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.56,0.36,cimig,0.36,cimig,0.56
anand1st_sshd-shell-spring-boot,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.45,0.15,cimig,0.15,cimig,0.45
anand1st_sshd-shell-spring-boot,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.45,0.15,cimig,0.15,cimig,0.45
anand1st_sshd-shell-spring-boot,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.45,0.15,cimig,0.15,cimig,0.45
anand1st_sshd-shell-spring-boot,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.45,0.15,cimig,0.15,cimig,0.45
anand1st_sshd-shell-spring-boot,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.52,0.30,cimig,0.30,cimig,0.52
anand1st_sshd-shell-spring-boot,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.52,0.30,cimig,0.30,cimig,0.52
anand1st_sshd-shell-spring-boot,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.52,0.30,cimig,0.30,cimig,0.52
anand1st_sshd-shell-spring-boot,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.52,0.30,cimig,0.30,cimig,0.52
anastaciocintra_escpos-coffee,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.41,0.13,cimig,0.13,cimig,0.41
anastaciocintra_escpos-coffee,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.41,0.13,cimig,0.13,cimig,0.41
anastaciocintra_escpos-coffee,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.41,0.13,cimig,0.13,cimig,0.41
anastaciocintra_escpos-coffee,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.41,0.13,cimig,0.13,cimig,0.41
anastaciocintra_escpos-coffee,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.48,0.30,cimig,0.30,cimig,0.48
anastaciocintra_escpos-coffee,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.48,0.30,cimig,0.30,cimig,0.48
anastaciocintra_escpos-coffee,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.48,0.30,cimig,0.30,cimig,0.48
anastaciocintra_escpos-coffee,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.48,0.30,cimig,0.30,cimig,0.48
apache_dubbo-spi-extensions,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.30,0.20,cimig,0.20,cimig,0.30
apache_dubbo-spi-extensions,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.30,0.20,cimig,0.20,cimig,0.30
apache_dubbo-spi-extensions,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.30,0.20,cimig,0.20,cimig,0.30
apache_dubbo-spi-extensions,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.30,0.20,cimig,0.20,cimig,0.30
apache_dubbo-spi-extensions,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.40,0.00,cimig,0.00,cimig,0.40
apache_dubbo-spi-extensions,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.40,0.00,cimig,0.00,cimig,0.40
apache_dubbo-spi-extensions,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.40,0.00,cimig,0.00,cimig,0.40
apache_dubbo-spi-extensions,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.40,0.00,cimig,0.00,cimig,0.40
apache_maven-enforcer,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.37,0.12,cimig,0.12,cimig,0.37
apache_maven-enforcer,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.37,0.12,cimig,0.12,cimig,0.37
apache_maven-enforcer,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.37,0.12,cimig,0.12,cimig,0.37
apache_maven-enforcer,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.37,0.12,cimig,0.12,cimig,0.37
apache_maven-enforcer,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.37,0.02,cimig,0.02,cimig,0.37
apache_maven-enforcer,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.37,0.02,cimig,0.02,cimig,0.37
apache_maven-enforcer,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.37,0.02,cimig,0.02,cimig,0.37
apache_maven-enforcer,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.37,0.02,cimig,0.02,cimig,0.37
azarnovdaniil_java-net-course,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.30,0.06,cimig,0.06,cimig,0.30
azarnovdaniil_java-net-course,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.30,0.06,cimig,0.06,cimig,0.30
azarnovdaniil_java-net-course,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.30,0.06,cimig,0.06,cimig,0.30
azarnovdaniil_java-net-course,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.30,0.06,cimig,0.06,cimig,0.30
azarnovdaniil_java-net-course,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.41,0.06,cimig,0.06,cimig,0.41
azarnovdaniil_java-net-course,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.41,0.06,cimig,0.06,cimig,0.41
azarnovdaniil_java-net-course,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.41,0.06,cimig,0.06,cimig,0.41
azarnovdaniil_java-net-course,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.41,0.06,cimig,0.06,cimig,0.41
ballerina-platform_module-ballerina-docker,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.26,0.00,cimig,0.00,cimig,0.26
ballerina-platform_module-ballerina-docker,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.26,0.00,cimig,0.00,cimig,0.26
ballerina-platform_module-ballerina-docker,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.26,0.00,cimig,0.00,cimig,0.26
ballerina-platform_module-ballerina-docker,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.26,0.00,cimig,0.00,cimig,0.26
ballerina-platform_module-ballerina-docker,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.36,0.13,cimig,0.13,cimig,0.36
ballerina-platform_module-ballerina-docker,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.36,0.13,cimig,0.13,cimig,0.36
ballerina-platform_module-ballerina-docker,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.36,0.13,cimig,0.13,cimig,0.36
ballerina-platform_module-ballerina-docker,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.36,0.13,cimig,0.13,cimig,0.36
billthefarmer_currency,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.37,0.13,cimig,0.13,cimig,0.37
billthefarmer_currency,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.37,0.13,cimig,0.13,cimig,0.37
billthefarmer_currency,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.37,0.13,cimig,0.13,cimig,0.37
billthefarmer_currency,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.37,0.13,cimig,0.13,cimig,0.37
billthefarmer_currency,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.56,0.38,cimig,0.38,cimig,0.56
