setting,direction,project,service,n_files,yaml_pass_rate,yaml_score_avg,external_score_avg,actionlint_pass_rate,travis_lint_pass_rate,messages_sample
Few-Shot,travis_to_gha,ThatKawaiiSam_Assemble,gha,4,0.5,0.5,0.25,0.25,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/ThatKawaiiSam_Assemble/03_CIgr | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,ThatKawaiiSam_Assemble,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/ThatKawaiiSam_Assemble/04_CIgrate_GHA_to_Travis/ge | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/ThatKawaiiSam_Assemble/04_CIgrate_GHA_to_Travis/gp"
CIMig,travis_to_gha,TrNdy_mastodon-tracking,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/TrNdy_mastodon-tracking/03_CIMig_Travi"
CIMig,gha_to_travis,TrNdy_mastodon-tracking,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/TrNdy_mastodon-tracking/04_CIMig"
Zero-Shot,travis_to_gha,TrNdy_mastodon-tracking,gha,4,1.0,1.0,0.5,0.5,,[actionlint rc=0]  | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is  | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is 
Zero-Shot,gha_to_travis,TrNdy_mastodon-tracking,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/TrNdy_mastodon-tracking/04_CIgrate_GHA_to_Travis/ | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/TrNdy_mastodon-tracking/04_CI | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,TrNdy_mastodon-tracking,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,TrNdy_mastodon-tracking,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,TrNdy_mastodon-tracking,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is "
Few-Shot,gha_to_travis,TrNdy_mastodon-tracking,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/TrNdy_mastodon-tracking/04_CIgrate_GHA_to_Travis/g | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,Twasi_twasi-core,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Twasi_twasi-core/03_CIMig_Travis_to_GH"
CIMig,gha_to_travis,Twasi_twasi-core,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Twasi_twasi-core/04_CIMig_GHA_to_Travis/"
Zero-Shot,travis_to_gha,Twasi_twasi-core,gha,4,0.5,0.5,0.25,0.25,,"[actionlint rc=1] actions.yml:8:3: unknown Webhook event ""tag"". see https://docs.github.com/en/actions/learn-github-actions/events-that-trigger-workflows#webhook-events for list of all Webhook event n | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Twasi_twasi-core/03_C | [actionlint rc=1] actions.yml:52:9: shellcheck reported issue in this script: SC2086:info:1:25: Double quote to prevent globbing and word splitting [shellcheck]
   |
52 |         run: |
   |         ^"
Zero-Shot,gha_to_travis,Twasi_twasi-core,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Twasi_twasi-core/04_CIgrate_GHA_to_Travis/gemma3_ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Twasi_twasi-core/04_CIgrate_GHA_to_Travis/llama3_ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Twasi_twasi-core/04_CIgrate_GHA_to_Travis/gpt-4o/
Fine-Tuned,travis_to_gha,Twasi_twasi-core,gha,1,1.0,1.0,0.0,0.0,,"[actionlint rc=1] actions.yml:50:7: shellcheck reported issue in this script: SC2086:info:1:25: Double quote to prevent globbing and word splitting [shellcheck]
   |
50 |       run: |
   |       ^~~~
"
Fine-Tuned,gha_to_travis,Twasi_twasi-core,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_10/Twasi_twasi-core/04_CIgrate_GHA_t
Few-Shot,travis_to_gha,Twasi_twasi-core,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:40:9: shellcheck reported issue in this script: SC2086:info:1:25: Double quote to prevent globbing and word splitting [shellcheck]
   |
40 |       - run: cp .travis.setti | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:53:9: shellcheck reported issue in this script: SC2086:info:1:25: Double quote to prevent globbing and word splitting [shellcheck]
   |
53 |         run: |
   |         ^"
Few-Shot,gha_to_travis,Twasi_twasi-core,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Twasi_twasi-core/04_CIgrate_GHA_to_Travis/gemma3_1 | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Twasi_twasi-core/04_CIgrate_GHA_to_Travis/gpt-4o/t"
CIMig,travis_to_gha,WISVCH_events,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/WISVCH_events/03_CIMig_Travis_to"
CIMig,gha_to_travis,WISVCH_events,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/WISVCH_events/04_CIMig_GHA_to_Tr"
Zero-Shot,travis_to_gha,WISVCH_events,gha,4,0.5,0.5,0.25,0.25,,"[actionlint rc=1] actions.yml:17:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
   |
17 |       - docker
   |       ^
actions.yml:34:9: shellcheck reported issue in | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/WISVCH_events/03_CIgr | [actionlint rc=0] "
Zero-Shot,gha_to_travis,WISVCH_events,travis,4,0.5,0.5,0.5,,0.5,"YAML parse error: while parsing a block collection
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/WISVCH_events/04_CIgrate | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/WISVCH_events/04_CIgrate_GHA_ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,WISVCH_events,gha,1,1.0,1.0,0.0,0.0,,"[actionlint rc=1] actions.yml:9:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
  |
9 |       - name: postgres
  |       ^"
Fine-Tuned,gha_to_travis,WISVCH_events,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,WISVCH_events,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:12:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
   |
12 |       - docker
   |       ^
actions.yml:30:9: shellcheck reported issue in | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,WISVCH_events,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/WISVCH_events/04_CIgrate_GHA_to_Travis/gemma3_12b/ | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/WISVCH_events/04_CIgrate_GHA_t | [travis lint rc=0] valid"
CIMig,travis_to_gha,WojciechZankowski_iextrading4j,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/WojciechZankowski_iextrading4j/03_CIMig_"
CIMig,gha_to_travis,WojciechZankowski_iextrading4j,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/WojciechZankowski_iextrading4j/0"
CIMig,travis_to_gha,YakushevVladimir_BibleQuote-for-Android,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/YakushevVladimir_BibleQuote-for-Androi"
CIMig,gha_to_travis,YakushevVladimir_BibleQuote-for-Android,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/YakushevVladimir_BibleQuote-for-"
Zero-Shot,travis_to_gha,YakushevVladimir_BibleQuote-for-Android,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:42:3: ""steps"" section is missing in job ""cache"" [syntax-check]
   |
42 |   cache:
   |   ^~~~~~
actions.yml:42:3: ""runs-on"" section is missing in job ""cache"" [syntax-chec | [actionlint rc=1] actions.yml:6:14: character ' ' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regu | [actionlint rc=0] "
Zero-Shot,gha_to_travis,YakushevVladimir_BibleQuote-for-Android,travis,4,0.75,0.75,0.75,,0.75,[travis lint rc=0] valid | [travis lint rc=0] valid | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,YakushevVladimir_BibleQuote-for-Android,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,YakushevVladimir_BibleQuote-for-Android,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,YakushevVladimir_BibleQuote-for-Android,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:34:5: unexpected key ""cache"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"",  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,YakushevVladimir_BibleQuote-for-Android,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/YakushevVladimir_BibleQuote-for-Android/04_CIgrate | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/YakushevVladimir_BibleQuote-for-Android/04_CIgrate"
CIMig,travis_to_gha,adobe_experience-platform-streaming-connect,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/adobe_experience-platform-streaming-co"
CIMig,gha_to_travis,adobe_experience-platform-streaming-connect,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/adobe_experience-platform-stream"
Zero-Shot,travis_to_gha,adobe_experience-platform-streaming-connect,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/adobe_experience-plat | [actionlint rc=0] "
Zero-Shot,gha_to_travis,adobe_experience-platform-streaming-connect,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/adobe_experience-platform-streaming-connect/04_CI | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/adobe_experience-platform-str | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,adobe_experience-platform-streaming-connect,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,adobe_experience-platform-streaming-connect,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,adobe_experience-platform-streaming-connect,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:24:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
   |
24 |       - docker
   |       ^ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,adobe_experience-platform-streaming-connect,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/adobe_experience-platform-streaming-connect/04_CIg | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,agateau_pixelwheels,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/agateau_pixelwheels/03_CIMig_Tra"
CIMig,gha_to_travis,agateau_pixelwheels,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/agateau_pixelwheels/04_CIMig_GHA"
Zero-Shot,travis_to_gha,agateau_pixelwheels,gha,4,1.0,1.0,0.75,0.75,,"[actionlint rc=0]  | [actionlint rc=1] actions.yml:6:14: character ' ' is invalid for branch and tag names. ref name cannot contain spaces, ~, ^, :, [, ?, *. see `man git-check-ref-format` for more details. note that regu | [actionlint rc=0] "
Zero-Shot,gha_to_travis,agateau_pixelwheels,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/agateau_pixelwheels/04_CIgrate_GHA_to_Travis/llam | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,agateau_pixelwheels,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,agateau_pixelwheels,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_10/agateau_pixelwheels/04_CIgrate_GH
Few-Shot,travis_to_gha,agateau_pixelwheels,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:9:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
  |
9 |       - docker
  |       ^ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,agateau_pixelwheels,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/agateau_pixelwheels/04_CIgrate_GHA_to_Travis/gemma | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,airbnb_AirMapView,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/airbnb_AirMapView/03_CIMig_Travis_to_G"
CIMig,gha_to_travis,airbnb_AirMapView,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/airbnb_AirMapView/04_CIMig_GHA_t"
CIMig,travis_to_gha,airlift_aircompressor,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/airlift_aircompressor/03_CIMig_Travis_"
CIMig,gha_to_travis,airlift_aircompressor,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/airlift_aircompressor/04_CIMig_G"
CIMig,travis_to_gha,akka_alpakka-samples,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/akka_alpakka-samples/03_CIMig_Tr"
CIMig,gha_to_travis,akka_alpakka-samples,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/akka_alpakka-samples/04_CIMig_GH"
CIMig,travis_to_gha,albertus82_cyclesmod,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/albertus82_cyclesmod/03_CIMig_Tr"
CIMig,gha_to_travis,albertus82_cyclesmod,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/albertus82_cyclesmod/04_CIMig_GHA_to_Travis/albertus82_cycle
Zero-Shot,travis_to_gha,albertus82_cyclesmod,gha,4,0.5,0.5,0.25,0.25,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:18:7: unexpected key ""exclude"" for ""strategy"" section. expected one of ""fail-fast"", ""matrix"", ""max-parallel"" [syntax-check]
   |
18 |       exclude:
   |       ^~~~~~~~"
Zero-Shot,gha_to_travis,albertus82_cyclesmod,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/albertus82_cyclesmod/04_CIgrate_GHA_to_Travis/gem | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/albertus82_cyclesmod/04_CIgra | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,albertus82_cyclesmod,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,albertus82_cyclesmod,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_06/albertus82_cyclesmod/04_CIgrate_G
Few-Shot,travis_to_gha,albertus82_cyclesmod,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,albertus82_cyclesmod,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/albertus82_cyclesmod/04_CIgrate_GHA_to_Travis/gemm | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,albfernandez_joinpdf,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/albfernandez_joinpdf/03_CIMig_Travis_t"
CIMig,gha_to_travis,albfernandez_joinpdf,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/albfernandez_joinpdf/04_CIMig_GH"
CIMig,travis_to_gha,alexeytokar_rainbow-rest,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/alexeytokar_rainbow-rest/03_CIMig_Trav"
CIMig,gha_to_travis,alexeytokar_rainbow-rest,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/alexeytokar_rainbow-rest/04_CIMi"
CIMig,travis_to_gha,alexvasilkov_GestureViews,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/alexvasilkov_GestureViews/03_CIMig_Tra"
CIMig,gha_to_travis,alexvasilkov_GestureViews,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/alexvasilkov_GestureViews/04_CIM"
Zero-Shot,travis_to_gha,alexvasilkov_GestureViews,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:26:27: undefined variable ""hash"". available variables are ""env"", ""github"", ""inputs"", ""job"", ""matrix"", ""needs"", ""runner"", ""secrets"", ""steps"", ""strategy"", ""vars"" [expressio | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/alexvasilkov_GestureV | [actionlint rc=0] "
Zero-Shot,gha_to_travis,alexvasilkov_GestureViews,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/alexvasilkov_GestureViews/04_CIgrate_GHA_to_Travi | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/alexvasilkov_GestureViews/04_ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,alexvasilkov_GestureViews,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:38:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
38 |         run: |
   |         ^~"
